date,Month,Year,datetime,hour,cash_type,card,Price,coffee_name,Quantity,Sales,Store
08-03-2024,Mar,2024,08-03-2024 10:34:41,10,card,ANON-0000-0000-0012,28.9,Cortado,1,28.90,Lower Manhattan
08-03-2024,Mar,2024,08-03-2024 12:22:29,12,card,ANON-0000-0000-0034,38.7,Cappuccino,3,116.10,Lower Manhattan
08-03-2024,Mar,2024,08-03-2024 13:53:02,13,card,ANON-0000-0000-0035,28.9,Americano,3,86.70,Hell's Kitchen
08-03-2024,Mar,2024,08-03-2024 14:44:13,14,card,ANON-0000-0000-0012,28.9,Americano,2,57.80,Lower Manhattan
08-03-2024,Mar,2024,08-03-2024 14:45:11,14,card,ANON-0000-0000-0033,28.9,Americano,1,28.90,Hell's Kitchen
08-03-2024,Mar,2024,08-03-2024 14:46:11,14,card,ANON-0000-0000-0012,33.8,Americano with Milk,1,33.80,Lower Manhattan
08-03-2024,Mar,2024,08-03-2024 18:57:51,18,card,ANON-0000-0000-0036,38.7,Latte,3,116.10,Hell's Kitchen
08-03-2024,Mar,2024,08-03-2024 18:59:25,18,card,ANON-0000-0000-0037,38.7,Latte,1,38.70,Hell's Kitchen
09-03-2024,Mar,2024,09-03-2024 11:49:37,11,cash,,40,Hot Chocolate,2,80.00,Hell's Kitchen
09-03-2024,Mar,2024,09-03-2024 12:05:16,12,card,ANON-0000-0000-0038,24,Espresso,3,72.00,Hell's Kitchen
09-03-2024,Mar,2024,09-03-2024 12:07:38,12,card,ANON-0000-0000-0039,28.9,Americano,3,86.70,Lower Manhattan
09-03-2024,Mar,2024,09-03-2024 12:09:48,12,card,ANON-0000-0000-0012,38.7,Cappuccino,2,77.40,Lower Manhattan
09-03-2024,Mar,2024,09-03-2024 12:13:04,12,card,ANON-0000-0000-0040,28.9,Americano,3,86.70,Lower Manhattan
09-03-2024,Mar,2024,09-03-2024 12:14:26,12,card,ANON-0000-0000-0040,28.9,Americano,3,86.70,Lower Manhattan
09-03-2024,Mar,2024,09-03-2024 13:09:22,13,card,ANON-0000-0000-0041,38.7,Latte,1,38.70,Lower Manhattan
09-03-2024,Mar,2024,09-03-2024 13:41:06,13,card,ANON-0000-0000-0042,33.8,Americano with Milk,1,33.80,Lower Manhattan
09-03-2024,Mar,2024,09-03-2024 13:53:10,13,card,ANON-0000-0000-0043,28.9,Cortado,3,86.70,Hell's Kitchen
09-03-2024,Mar,2024,09-03-2024 13:54:37,13,card,ANON-0000-0000-0043,38.7,Cappuccino,3,116.10,Lower Manhattan
09-03-2024,Mar,2024,09-03-2024 14:08:02,14,card,ANON-0000-0000-0009,33.8,Americano with Milk,2,67.60,Lower Manhattan
09-03-2024,Mar,2024,09-03-2024 14:26:53,14,card,ANON-0000-0000-0044,38.7,Hot Chocolate,3,116.10,Lower Manhattan
09-03-2024,Mar,2024,09-03-2024 19:17:58,19,card,ANON-0000-0000-0009,38.7,Cappuccino,1,38.70,Hell's Kitchen
09-03-2024,Mar,2024,09-03-2024 19:19:10,19,card,ANON-0000-0000-0009,38.7,Hot Chocolate,3,116.10,Hell's Kitchen
10-03-2024,Mar,2024,10-03-2024 07:44:19,7,cash,,30,Americano,2,60.00,Hell's Kitchen
10-03-2024,Mar,2024,10-03-2024 07:45:29,7,cash,,35,Americano with Milk,1,35.00,Hell's Kitchen
10-03-2024,Mar,2024,10-03-2024 10:06:03,10,cash,,40,Latte,1,40.00,Lower Manhattan
10-03-2024,Mar,2024,10-03-2024 11:19:21,11,card,ANON-0000-0000-0045,24,Espresso,1,24.00,Lower Manhattan
10-03-2024,Mar,2024,10-03-2024 17:51:03,17,cash,,35,Americano with Milk,2,70.00,Hell's Kitchen
10-03-2024,Mar,2024,10-03-2024 19:34:00,19,card,ANON-0000-0000-0046,38.7,Latte,1,38.70,Hell's Kitchen
10-03-2024,Mar,2024,10-03-2024 19:35:55,19,card,ANON-0000-0000-0046,28.9,Cortado,1,28.90,Hell's Kitchen
11-03-2024,Mar,2024,11-03-2024 10:18:47,10,cash,,40,Latte,2,80.00,Lower Manhattan
11-03-2024,Mar,2024,11-03-2024 11:24:15,11,cash,,40,Cappuccino,1,40.00,Lower Manhattan
11-03-2024,Mar,2024,11-03-2024 11:24:52,11,cash,,30,Cortado,3,90.00,Lower Manhattan
11-03-2024,Mar,2024,11-03-2024 11:26:44,11,cash,,30,Americano,1,30.00,Hell's Kitchen
11-03-2024,Mar,2024,11-03-2024 11:32:59,11,card,ANON-0000-0000-0035,38.7,Cappuccino,3,116.10,Hell's Kitchen
11-03-2024,Mar,2024,11-03-2024 16:24:26,16,card,ANON-0000-0000-0047,28.9,Americano,2,57.80,Lower Manhattan
11-03-2024,Mar,2024,11-03-2024 16:25:46,16,card,ANON-0000-0000-0047,38.7,Latte,3,116.10,Lower Manhattan
11-03-2024,Mar,2024,11-03-2024 16:50:50,16,card,ANON-0000-0000-0048,28.9,Cortado,2,57.80,Hell's Kitchen
12-03-2024,Mar,2024,12-03-2024 10:15:00,10,cash,,40,Latte,1,40.00,Hell's Kitchen
12-03-2024,Mar,2024,12-03-2024 10:15:35,10,card,ANON-0000-0000-0033,28.9,Americano,1,28.90,Lower Manhattan
12-03-2024,Mar,2024,12-03-2024 10:16:25,10,card,ANON-0000-0000-0033,28.9,Cortado,2,57.80,Lower Manhattan
12-03-2024,Mar,2024,12-03-2024 11:20:46,11,card,ANON-0000-0000-0049,38.7,Hot Chocolate,2,77.40,Hell's Kitchen
12-03-2024,Mar,2024,12-03-2024 12:46:23,12,card,ANON-0000-0000-0004,33.8,Americano with Milk,2,67.60,Lower Manhattan
12-03-2024,Mar,2024,12-03-2024 12:47:26,12,card,ANON-0000-0000-0004,28.9,Americano,1,28.90,Lower Manhattan
12-03-2024,Mar,2024,12-03-2024 16:15:43,16,card,ANON-0000-0000-0050,28.9,Americano,3,86.70,Hell's Kitchen
13-03-2024,Mar,2024,13-03-2024 11:06:43,11,card,ANON-0000-0000-0048,38.7,Hot Chocolate,1,38.70,Lower Manhattan
13-03-2024,Mar,2024,13-03-2024 11:48:17,11,card,ANON-0000-0000-0004,28.9,Americano,2,57.80,Lower Manhattan
13-03-2024,Mar,2024,13-03-2024 12:18:06,12,card,ANON-0000-0000-0051,28.9,Americano,1,28.90,Hell's Kitchen
13-03-2024,Mar,2024,13-03-2024 12:19:05,12,card,ANON-0000-0000-0051,28.9,Americano,2,57.80,Lower Manhattan
13-03-2024,Mar,2024,13-03-2024 12:34:30,12,cash,,25,Espresso,2,50.00,Lower Manhattan
13-03-2024,Mar,2024,13-03-2024 14:26:41,14,card,ANON-0000-0000-0052,33.8,Americano with Milk,2,67.60,Hell's Kitchen
13-03-2024,Mar,2024,13-03-2024 15:40:22,15,card,ANON-0000-0000-0053,24,Espresso,2,48.00,Hell's Kitchen
13-03-2024,Mar,2024,13-03-2024 15:41:20,15,card,ANON-0000-0000-0053,24,Espresso,2,48.00,Lower Manhattan
13-03-2024,Mar,2024,13-03-2024 16:47:09,16,card,ANON-0000-0000-0054,24,Espresso,1,24.00,Lower Manhattan
14-03-2024,Mar,2024,14-03-2024 10:02:12,10,cash,,40,Latte,1,40.00,Astoria
14-03-2024,Mar,2024,14-03-2024 10:28:33,10,card,ANON-0000-0000-0055,38.7,Latte,3,116.10,Astoria
14-03-2024,Mar,2024,14-03-2024 10:29:34,10,card,ANON-0000-0000-0055,38.7,Hot Chocolate,2,77.40,Astoria
14-03-2024,Mar,2024,14-03-2024 13:27:30,13,card,ANON-0000-0000-0012,28.9,Cortado,1,28.90,Lower Manhattan
14-03-2024,Mar,2024,14-03-2024 13:28:25,13,card,ANON-0000-0000-0012,28.9,Americano,2,57.80,Lower Manhattan
14-03-2024,Mar,2024,14-03-2024 13:52:00,13,card,ANON-0000-0000-0056,33.8,Americano with Milk,1,33.80,Hell's Kitchen
14-03-2024,Mar,2024,14-03-2024 13:52:56,13,card,ANON-0000-0000-0057,24,Espresso,1,24.00,Astoria
14-03-2024,Mar,2024,14-03-2024 15:20:38,15,card,ANON-0000-0000-0058,38.7,Latte,2,77.40,Hell's Kitchen
14-03-2024,Mar,2024,14-03-2024 16:04:10,16,card,ANON-0000-0000-0059,33.8,Americano with Milk,3,101.40,Astoria
14-03-2024,Mar,2024,14-03-2024 16:54:38,16,card,ANON-0000-0000-0050,24,Espresso,1,24.00,Astoria
14-03-2024,Mar,2024,14-03-2024 18:58:56,18,card,ANON-0000-0000-0019,38.7,Hot Chocolate,3,116.10,Astoria
14-03-2024,Mar,2024,14-03-2024 19:00:09,19,card,ANON-0000-0000-0012,28.9,Cortado,1,28.90,Astoria
15-03-2024,Mar,2024,15-03-2024 10:02:17,10,cash,,40,Latte,1,40.00,Astoria
15-03-2024,Mar,2024,15-03-2024 10:53:02,10,card,ANON-0000-0000-0060,38.7,Hot Chocolate,3,116.10,Astoria
15-03-2024,Mar,2024,15-03-2024 18:19:28,18,card,ANON-0000-0000-0012,28.9,Americano,2,57.80,Hell's Kitchen
16-03-2024,Mar,2024,16-03-2024 12:06:55,12,card,ANON-0000-0000-0061,33.8,Americano with Milk,2,67.60,Lower Manhattan
16-03-2024,Mar,2024,16-03-2024 12:07:54,12,card,ANON-0000-0000-0061,28.9,Americano,1,28.90,Astoria
16-03-2024,Mar,2024,16-03-2024 15:58:18,15,card,ANON-0000-0000-0009,28.9,Cortado,3,86.70,Hell's Kitchen
16-03-2024,Mar,2024,16-03-2024 16:03:22,16,card,ANON-0000-0000-0009,28.9,Cortado,1,28.90,Lower Manhattan
16-03-2024,Mar,2024,16-03-2024 16:04:11,16,card,ANON-0000-0000-0012,28.9,Cortado,3,86.70,Lower Manhattan
16-03-2024,Mar,2024,16-03-2024 17:58:07,17,card,ANON-0000-0000-0062,33.8,Americano with Milk,3,101.40,Astoria
17-03-2024,Mar,2024,17-03-2024 10:10:21,10,cash,,40,Latte,2,80.00,Lower Manhattan
17-03-2024,Mar,2024,17-03-2024 12:55:26,12,card,ANON-0000-0000-0063,28.9,Cortado,1,28.90,Hell's Kitchen
18-03-2024,Mar,2024,18-03-2024 11:18:00,11,card,ANON-0000-0000-0064,28.9,Cortado,1,28.90,Astoria
18-03-2024,Mar,2024,18-03-2024 15:31:40,15,card,ANON-0000-0000-0003,28.9,Americano,2,57.80,Lower Manhattan
18-03-2024,Mar,2024,18-03-2024 15:32:38,15,card,ANON-0000-0000-0003,28.9,Americano,2,57.80,Hell's Kitchen
18-03-2024,Mar,2024,18-03-2024 15:33:37,15,card,ANON-0000-0000-0003,28.9,Americano,2,57.80,Hell's Kitchen
19-03-2024,Mar,2024,19-03-2024 10:20:26,10,cash,,30,Cortado,3,90.00,Hell's Kitchen
19-03-2024,Mar,2024,19-03-2024 14:02:22,14,card,ANON-0000-0000-0065,38.7,Latte,2,77.40,Hell's Kitchen
19-03-2024,Mar,2024,19-03-2024 14:03:20,14,card,ANON-0000-0000-0065,38.7,Latte,3,116.10,Lower Manhattan
19-03-2024,Mar,2024,19-03-2024 15:04:36,15,card,ANON-0000-0000-0049,38.7,Hot Chocolate,2,77.40,Lower Manhattan
19-03-2024,Mar,2024,19-03-2024 16:53:49,16,card,ANON-0000-0000-0066,33.8,Americano with Milk,1,33.80,Lower Manhattan
19-03-2024,Mar,2024,19-03-2024 19:26:33,19,cash,,40,Hot Chocolate,1,40.00,Lower Manhattan
20-03-2024,Mar,2024,20-03-2024 11:41:16,11,card,ANON-0000-0000-0012,28.9,Cortado,1,28.90,Lower Manhattan
20-03-2024,Mar,2024,20-03-2024 12:21:08,12,cash,,40,Latte,1,40.00,Lower Manhattan
20-03-2024,Mar,2024,20-03-2024 12:30:49,12,card,ANON-0000-0000-0049,28.9,Cortado,1,28.90,Astoria
20-03-2024,Mar,2024,20-03-2024 13:16:47,13,card,ANON-0000-0000-0067,38.7,Cappuccino,2,77.40,Astoria
20-03-2024,Mar,2024,20-03-2024 16:42:38,16,card,ANON-0000-0000-0050,38.7,Cocoa,1,38.70,Lower Manhattan
20-03-2024,Mar,2024,20-03-2024 17:50:29,17,card,ANON-0000-0000-0068,38.7,Latte,2,77.40,Astoria
21-03-2024,Mar,2024,21-03-2024 10:18:57,10,cash,,40,Cappuccino,3,120.00,Hell's Kitchen
21-03-2024,Mar,2024,21-03-2024 12:25:09,12,card,ANON-0000-0000-0012,28.9,Cortado,3,86.70,Hell's Kitchen
21-03-2024,Mar,2024,21-03-2024 12:26:17,12,card,ANON-0000-0000-0012,38.7,Cappuccino,2,77.40,Hell's Kitchen
21-03-2024,Mar,2024,21-03-2024 17:21:01,17,cash,,30,Americano,2,60.00,Astoria
21-03-2024,Mar,2024,21-03-2024 17:22:01,17,card,ANON-0000-0000-0012,28.9,Cortado,3,86.70,Astoria
21-03-2024,Mar,2024,21-03-2024 19:20:37,19,card,ANON-0000-0000-0069,38.7,Latte,2,77.40,Lower Manhattan
22-03-2024,Mar,2024,22-03-2024 10:35:54,10,card,ANON-0000-0000-0070,33.8,Americano with Milk,3,101.40,Hell's Kitchen
22-03-2024,Mar,2024,22-03-2024 13:29:20,13,card,ANON-0000-0000-0071,33.8,Americano with Milk,1,33.80,Lower Manhattan
22-03-2024,Mar,2024,22-03-2024 16:15:14,16,cash,,40,Cappuccino,1,40.00,Astoria
22-03-2024,Mar,2024,22-03-2024 17:17:04,17,card,ANON-0000-0000-0012,28.9,Americano,1,28.90,Astoria
22-03-2024,Mar,2024,22-03-2024 17:17:59,17,card,ANON-0000-0000-0012,24,Espresso,3,72.00,Astoria
22-03-2024,Mar,2024,22-03-2024 17:20:49,17,card,ANON-0000-0000-0050,28.9,Americano,2,57.80,Astoria
23-03-2024,Mar,2024,23-03-2024 10:44:00,10,card,ANON-0000-0000-0072,38.7,Latte,1,38.70,Lower Manhattan
23-03-2024,Mar,2024,23-03-2024 10:45:07,10,card,ANON-0000-0000-0073,33.8,Americano with Milk,2,67.60,Astoria
23-03-2024,Mar,2024,23-03-2024 13:10:08,13,card,ANON-0000-0000-0074,38.7,Cappuccino,2,77.40,Astoria
23-03-2024,Mar,2024,23-03-2024 13:11:12,13,card,ANON-0000-0000-0074,38.7,Cocoa,1,38.70,Astoria
23-03-2024,Mar,2024,23-03-2024 14:44:41,14,card,ANON-0000-0000-0075,33.8,Americano with Milk,1,33.80,Hell's Kitchen
23-03-2024,Mar,2024,23-03-2024 15:47:19,15,card,ANON-0000-0000-0076,38.7,Latte,2,77.40,Hell's Kitchen
23-03-2024,Mar,2024,23-03-2024 15:49:34,15,card,ANON-0000-0000-0076,33.8,Americano with Milk,3,101.40,Astoria
23-03-2024,Mar,2024,23-03-2024 16:00:58,16,card,ANON-0000-0000-0009,28.9,Cortado,3,86.70,Hell's Kitchen
24-03-2024,Mar,2024,24-03-2024 10:03:56,10,cash,,40,Latte,2,80.00,Astoria
24-03-2024,Mar,2024,24-03-2024 18:45:08,18,card,ANON-0000-0000-0077,38.7,Latte,3,116.10,Lower Manhattan
25-03-2024,Mar,2024,25-03-2024 10:31:47,10,card,ANON-0000-0000-0009,38.7,Latte,2,77.40,Hell's Kitchen
25-03-2024,Mar,2024,25-03-2024 11:16:26,11,cash,,35,Americano with Milk,3,105.00,Lower Manhattan
25-03-2024,Mar,2024,25-03-2024 14:27:09,14,card,ANON-0000-0000-0078,38.7,Latte,2,77.40,Hell's Kitchen
25-03-2024,Mar,2024,25-03-2024 14:29:25,14,card,ANON-0000-0000-0017,38.7,Latte,1,38.70,Astoria
25-03-2024,Mar,2024,25-03-2024 18:37:31,18,card,ANON-0000-0000-0024,33.8,Americano with Milk,3,101.40,Hell's Kitchen
25-03-2024,Mar,2024,25-03-2024 19:34:25,19,card,ANON-0000-0000-0079,38.7,Cappuccino,2,77.40,Lower Manhattan
26-03-2024,Mar,2024,26-03-2024 10:35:50,10,card,ANON-0000-0000-0055,38.7,Cocoa,1,38.70,Hell's Kitchen
26-03-2024,Mar,2024,26-03-2024 10:36:36,10,card,ANON-0000-0000-0055,38.7,Latte,2,77.40,Hell's Kitchen
26-03-2024,Mar,2024,26-03-2024 10:42:30,10,card,ANON-0000-0000-0080,38.7,Latte,3,116.10,Lower Manhattan
26-03-2024,Mar,2024,26-03-2024 11:11:47,11,card,ANON-0000-0000-0009,28.9,Cortado,2,57.80,Astoria
26-03-2024,Mar,2024,26-03-2024 13:35:53,13,card,ANON-0000-0000-0003,28.9,Americano,1,28.90,Astoria
26-03-2024,Mar,2024,26-03-2024 13:36:50,13,card,ANON-0000-0000-0032,28.9,Cortado,2,57.80,Astoria
26-03-2024,Mar,2024,26-03-2024 13:38:00,13,card,ANON-0000-0000-0059,28.9,Cortado,1,28.90,Lower Manhattan
26-03-2024,Mar,2024,26-03-2024 13:57:54,13,card,ANON-0000-0000-0050,28.9,Americano,3,86.70,Astoria
26-03-2024,Mar,2024,26-03-2024 15:48:02,15,card,ANON-0000-0000-0081,38.7,Latte,1,38.70,Hell's Kitchen
26-03-2024,Mar,2024,26-03-2024 18:33:39,18,card,ANON-0000-0000-0024,38.7,Latte,2,77.40,Astoria
26-03-2024,Mar,2024,26-03-2024 18:34:55,18,card,ANON-0000-0000-0009,38.7,Hot Chocolate,3,116.10,Astoria
27-03-2024,Mar,2024,27-03-2024 11:04:51,11,card,ANON-0000-0000-0003,28.9,Cortado,1,28.90,Lower Manhattan
27-03-2024,Mar,2024,27-03-2024 11:05:58,11,card,ANON-0000-0000-0003,33.8,Americano with Milk,2,67.60,Hell's Kitchen
27-03-2024,Mar,2024,27-03-2024 12:57:00,12,card,ANON-0000-0000-0082,33.8,Americano with Milk,3,101.40,Hell's Kitchen
27-03-2024,Mar,2024,27-03-2024 13:35:20,13,card,ANON-0000-0000-0083,38.7,Hot Chocolate,3,116.10,Astoria
27-03-2024,Mar,2024,27-03-2024 14:22:32,14,card,ANON-0000-0000-0012,38.7,Cappuccino,1,38.70,Hell's Kitchen
27-03-2024,Mar,2024,27-03-2024 14:23:35,14,card,ANON-0000-0000-0012,28.9,Americano,3,86.70,Astoria
27-03-2024,Mar,2024,27-03-2024 18:30:12,18,card,ANON-0000-0000-0084,28.9,Cortado,2,57.80,Astoria
27-03-2024,Mar,2024,27-03-2024 19:31:12,19,cash,,40,Latte,1,40.00,Astoria
28-03-2024,Mar,2024,28-03-2024 14:24:47,14,card,ANON-0000-0000-0085,28.9,Cortado,2,57.80,Astoria
28-03-2024,Mar,2024,28-03-2024 17:24:46,17,card,ANON-0000-0000-0012,28.9,Cortado,3,86.70,Astoria
28-03-2024,Mar,2024,28-03-2024 17:27:05,17,card,ANON-0000-0000-0012,28.9,Americano,3,86.70,Astoria
28-03-2024,Mar,2024,28-03-2024 17:32:45,17,card,ANON-0000-0000-0086,38.7,Latte,1,38.70,Astoria
29-03-2024,Mar,2024,29-03-2024 10:56:19,10,card,ANON-0000-0000-0087,38.7,Latte,2,77.40,Astoria
29-03-2024,Mar,2024,29-03-2024 12:34:17,12,card,ANON-0000-0000-0088,38.7,Cappuccino,1,38.70,Hell's Kitchen
29-03-2024,Mar,2024,29-03-2024 12:41:32,12,card,ANON-0000-0000-0088,38.7,Cappuccino,2,77.40,Astoria
29-03-2024,Mar,2024,29-03-2024 13:22:45,13,cash,,40,Cappuccino,1,40.00,Astoria
30-03-2024,Mar,2024,30-03-2024 11:59:20,11,card,ANON-0000-0000-0069,38.7,Latte,2,77.40,Hell's Kitchen
30-03-2024,Mar,2024,30-03-2024 13:49:26,13,cash,,40,Cappuccino,2,80.00,Lower Manhattan
30-03-2024,Mar,2024,30-03-2024 16:12:32,16,card,ANON-0000-0000-0017,38.7,Latte,1,38.70,Lower Manhattan
30-03-2024,Mar,2024,30-03-2024 16:36:41,16,card,ANON-0000-0000-0009,38.7,Latte,2,77.40,Lower Manhattan
30-03-2024,Mar,2024,30-03-2024 16:37:58,16,card,ANON-0000-0000-0009,33.8,Americano with Milk,3,101.40,Lower Manhattan
31-03-2024,Mar,2024,31-03-2024 10:40:05,10,card,ANON-0000-0000-0089,38.7,Cappuccino,1,38.70,Hell's Kitchen
31-03-2024,Mar,2024,31-03-2024 19:36:45,19,cash,,30,Americano,1,30.00,Hell's Kitchen
01-04-2024,Apr,2024,01-04-2024 10:28:48,10,card,ANON-0000-0000-0004,28.9,Americano,1,28.90,Astoria
01-04-2024,Apr,2024,01-04-2024 10:29:42,10,card,ANON-0000-0000-0004,33.8,Americano with Milk,2,67.60,Lower Manhattan
01-04-2024,Apr,2024,01-04-2024 10:30:44,10,card,ANON-0000-0000-0004,33.8,Americano with Milk,1,33.80,Lower Manhattan
01-04-2024,Apr,2024,01-04-2024 11:15:44,11,card,ANON-0000-0000-0009,33.8,Americano with Milk,3,101.40,Hell's Kitchen
